/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (1).jpg,0.0001,0.0001,0.0007181818181818182,0.004681818181818182,0.004572727272727273,0.2966,0.020018181818181817,0.06709090909090909,0.6061181818181818,0.0,0.0,0.0
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (10).jpg,0.14886363636363636,0.016081818181818183,0.2652818181818182,0.13569090909090908,0.056536363636363635,0.0027,0.07416363636363636,0.27906363636363635,0.014472727272727273,0.0028454545454545455,0.003618181818181818,0.0006818181818181819
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (11).jpg,0.027536363636363637,0.005809090909090909,0.012472727272727272,0.14695454545454545,0.18418181818181817,0.008045454545454545,0.0025,0.18889090909090908,0.4216,0.0009454545454545454,0.0007090909090909091,0.00035454545454545455
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (12).jpg,0.0006090909090909091,0.0007272727272727272,0.040572727272727274,0.028963636363636365,0.8317,0.09425454545454545,0.0024727272727272727,0.00017272727272727272,0.0004090909090909091,7.272727272727273e-05,1.8181818181818182e-05,2.7272727272727273e-05
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (13).jpg,0.04821818181818182,0.008863636363636363,0.004118181818181819,0.23484545454545455,0.299,0.06050909090909091,0.003590909090909091,0.2184090909090909,2.7272727272727273e-05,0.10402727272727273,0.01839090909090909,0.0
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (14).jpg,0.03972727272727273,0.0025454545454545456,0.0020818181818181816,0.009854545454545454,0.07347272727272727,0.3681,0.0024454545454545454,0.18015454545454546,0.31987272727272725,0.0011,0.0004727272727272727,0.00017272727272727272
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (15).jpg,0.08937272727272727,0.03997272727272727,0.37844545454545453,0.19062727272727273,0.020136363636363636,0.0027818181818181817,0.007190909090909091,0.2676909090909091,0.0,0.0026363636363636363,0.0011363636363636363,9.090909090909091e-06
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (16).jpg,0.033763636363636364,0.0408,0.042045454545454546,0.21073636363636364,0.37362727272727275,0.20302727272727272,0.04182727272727273,0.027781818181818182,0.023927272727272728,0.0005,0.001209090909090909,0.0007545454545454546
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (17).jpg,0.016281818181818182,0.09002727272727273,0.21676363636363635,0.22374545454545455,0.39174545454545456,0.05473636363636364,0.0001818181818181818,0.00027272727272727274,0.003972727272727273,0.0006363636363636364,0.0006363636363636364,0.001
/Users/jjzhk/Desktop/Projects/PythonProjects/MachineLearning/images/kmeans/im (18).jpg,0.30116363636363636,0.23020909090909092,0.006454545454545454,0.15537272727272727,0.06196363636363637,0.001681818181818182,0.02679090909090909,0.1973,0.006381818181818182,0.007881818181818183,0.003936363636363636,0.0008636363636363636
